time,cell,A,B,C
198,1,0.302429,0.0531499,0.311078
198,2,0.151214,0.148642,0.0334718
199,0,0.451854,0.224996,0.323161
199,1,0.301224,0.0529528,0.31248
199,2,0.150612,0.148968,0.0337485
200,0,0.450053,0.22475,0.325208
200,1,0.300025,0.0527561,0.313877
200,2,0.150012,0.149291,0.0340258
201,0,0.448259,0.224499,0.327252
201,1,0.298829,0.0525598,0.315269
201,2,0.149414,0.149611,0.0343037
202,0,0.446473,0.224243,0.329294
202,1,0.297639,0.0523639,0.316655
202,2,0.148819,0.149927,0.0345822
203,0,0.444694,0.223982,0.331333
203,1,0.296453,0.0521685,0.318036
203,2,0.148227,0.150241,0.0348612
204,0,0.442922,0.223717,0.33337
204,1,0.295272,0.0519735,0.319413
204,2,0.147636,0.150552,0.0351408
205,0,0.441157,0.223447,0.335405
205,1,0.294096,0.051779,0.320783
205,2,0.147048,0.15086,0.0354211
206,0,0.4394,0.223173,0.337437
206,1,0.292924,0.0515849,0.322149
206,2,0.146462,0.151165,0.0357018
207,0,0.437649,0.222894,0.339466
207,1,0.291756,0.0513912,0.32351
207,2,0.145878,0.151467,0.0359832
208,0,0.435905,0.22261,0.341493
208,1,0.290595,0.051198,0.324865
208,2,0.145297,0.151767,0.036265
209,0,0.434169,0.222323,0.343518
209,1,0.289437,0.0510053,0.326216
209,2,0.144718,0.152063,0.0365475
210,0,0.432439,0.222031,0.345539
210,1,0.288284,0.0508131,0.327561
210,2,0.144142,0.152357,0.0368305
211,0,0.430716,0.221735,0.347558
211,1,0.287136,0.0506214,0.328902
211,2,0.143568,0.152647,0.037114
212,0,0.429,0.221434,0.349575
212,1,0.285992,0.0504301,0.330237
212,2,0.142996,0.152935,0.037398
213,0,0.427291,0.22113,0.351588
213,1,0.284853,0.0502394,0.331567
213,2,0.142426,0.153221,0.0376826
214,0,0.425589,0.220822,0.353599
214,1,0.283718,0.0500491,0.332892
214,2,0.141859,0.153503,0.0379677
215,0,0.423893,0.22051,0.355607
215,1,0.282588,0.0498594,0.334212
215,2,0.141294,0.153782,0.0382534
216,0,0.422204,0.220193,0.357612
216,1,0.281462,0.0496701,0.335527
216,2,0.140731,0.154059,0.0385395
217,0,0.420523,0.219874,0.359614
217,1,0.280341,0.0494814,0.336837
217,2,0.14017,0.154333,0.0388262
218,0,0.418847,0.21955,0.361613
218,1,0.279224,0.0492932,0.338142
218,2,0.139612,0.154604,0.0391133
219,0,0.417178,0.219222,0.363609
219,1,0.278111,0.0491055,0.339443
219,2,0.139056,0.154873,0.039401
220,0,0.415516,0.218891,0.365602
220,1,0.277004,0.0489183,0.340738
220,2,0.138502,0.155139,0.0396891
221,0,0.41386,0.218557,0.367592
221,1,0.275901,0.0487316,0.342028
221,2,0.13795,0.155402,0.0399778
222,0,0.412211,0.218219,0.369579
222,1,0.274801,0.0485455,0.343313
222,2,0.1374,0.155663,0.0402669
223,0,0.410569,0.217877,0.371563
223,1,0.273706,0.0483599,0.344594
223,2,0.136853,0.15592,0.0405565
224,0,0.408934,0.217532,0.373543
224,1,0.272615,0.0481749,0.345869
224,2,0.136308,0.156176,0.0408466
225,0,0.407305,0.217184,0.375521
225,1,0.27153,0.0479904,0.34714
225,2,0.135765,0.156428,0.0411371
226,0,0.405682,0.216832,0.377495
226,1,0.270448,0.0478064,0.348406
226,2,0.135224,0.156678,0.0414281
227,0,0.404065,0.216477,0.379466
227,1,0.269371,0.047623,0.349667
227,2,0.134685,0.156925,0.0417196
228,0,0.402455,0.216119,0.381434
228,1,0.268298,0.0474402,0.350923
228,2,0.134149,0.15717,0.0420115
229,0,0.400852,0.215758,0.383399
229,1,0.267229,0.0472578,0.352174
229,2,0.133614,0.157412,0.0423039
230,0,0.399256,0.215394,0.38536
230,1,0.266164,0.0470761,0.35342
230,2,0.133082,0.157651,0.0425967
231,0,0.397665,0.215027,0.387318
231,1,0.265103,0.0468949,0.354662
231,2,0.132552,0.157888,0.04289
